seq_id	rank1	rank2	rank3	rank4	rank5	rank6	rank7	rank8	rank9	rank10	rank11	rank12	rank13	rank14	rank15	rank16	rank17	rank18	rank19	rank20	Clade	Order	Family	Genus	Functional group	Mean body mength	Mean max body length	Myelination	Spawning mode	Trophic group	Feeding mode	Matched
AB526915__Neocalanus_flemingeri	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_flemingeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB526916__Neocalanus_flemingeri	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_flemingeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB526917__Neocalanus_flemingeri	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_flemingeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB526918__Neocalanus_flemingeri	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_flemingeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB526919__Neocalanus_flemingeri	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_flemingeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB526920__Neocalanus_flemingeri	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_flemingeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB526921__Neocalanus_flemingeri	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_flemingeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB526922__Neocalanus_flemingeri	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_flemingeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB526923__Neocalanus_flemingeri	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_flemingeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB426077__Neocalanus_plumchrus	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_plumchrus	Copepoda	Calanoida	Calanidae	Neocalanus	FG6	5.0075	6.32	1	Free	Omnivore-Herbivore	Current	TRUE
AB526932__Neocalanus_plumchrus	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_plumchrus	Copepoda	Calanoida	Calanidae	Neocalanus	FG6	5.0075	6.32	1	Free	Omnivore-Herbivore	Current	TRUE
AB526933__Neocalanus_plumchrus	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_plumchrus	Copepoda	Calanoida	Calanidae	Neocalanus	FG6	5.0075	6.32	1	Free	Omnivore-Herbivore	Current	TRUE
AB526934__Neocalanus_plumchrus	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_plumchrus	Copepoda	Calanoida	Calanidae	Neocalanus	FG6	5.0075	6.32	1	Free	Omnivore-Herbivore	Current	TRUE
AB526935__Neocalanus_plumchrus	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_plumchrus	Copepoda	Calanoida	Calanidae	Neocalanus	FG6	5.0075	6.32	1	Free	Omnivore-Herbivore	Current	TRUE
AB526936__Neocalanus_plumchrus	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_plumchrus	Copepoda	Calanoida	Calanidae	Neocalanus	FG6	5.0075	6.32	1	Free	Omnivore-Herbivore	Current	TRUE
AB526937__Neocalanus_plumchrus	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_plumchrus	Copepoda	Calanoida	Calanidae	Neocalanus	FG6	5.0075	6.32	1	Free	Omnivore-Herbivore	Current	TRUE
AB526938__Neocalanus_plumchrus	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Calanidae	Calanidae	Neocalanus	Neocalanus	Neocalanus_plumchrus	Copepoda	Calanoida	Calanidae	Neocalanus	FG6	5.0075	6.32	1	Free	Omnivore-Herbivore	Current	TRUE
AB426095__Nullosetigera_helgae	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Nullosetigeridae	Nullosetigeridae	Nullosetigera	Nullosetigera	Nullosetigera_helgae	Copepoda	Calanoida	Nullosetigeridae	Nullosetigera	NA	2.382	2.9	0	Sac	NA	NA	TRUE
AB457125__Oncaea_crypta	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_crypta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457115__Oncaea_ornata	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_ornata	Copepoda	Cyclopoida	Oncaeidae	Oncaea	FG2	0.875384615384615	1.07	0	Sac	Omnivore-Detritivore	Cruise	TRUE
AB457116__Oncaea_ornata	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_ornata	Copepoda	Cyclopoida	Oncaeidae	Oncaea	FG2	0.875384615384615	1.07	0	Sac	Omnivore-Detritivore	Cruise	TRUE
AB457117__Oncaea_ornata	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_ornata	Copepoda	Cyclopoida	Oncaeidae	Oncaea	FG2	0.875384615384615	1.07	0	Sac	Omnivore-Detritivore	Cruise	TRUE
AB457091__Oncaea_ovalis	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_ovalis	Copepoda	Cyclopoida	Oncaeidae	Oncaea	FG2	0.464	0.54	0	Sac	Omnivore-Detritivore	Cruise	TRUE
AB457122__Oncaea_parabathyalis	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_parabathyalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457119__Oncaea_prendeli	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_prendeli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457120__Oncaea_prendeli	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_prendeli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457121__Oncaea_prendeli	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_prendeli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457096__Oncaea_scottodicarloi	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_scottodicarloi	Copepoda	Cyclopoida	Oncaeidae	Oncaea	FG2	0.615875	0.78	0	Sac	Omnivore-Detritivore	Cruise	TRUE
AB457097__Oncaea_scottodicarloi	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_scottodicarloi	Copepoda	Cyclopoida	Oncaeidae	Oncaea	FG2	0.615875	0.78	0	Sac	Omnivore-Detritivore	Cruise	TRUE
AB457118__Oncaea_shmelevi	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_shmelevi	Copepoda	Cyclopoida	Oncaeidae	Oncaea	FG2	0.695	0.72	0	Sac	Omnivore-Detritivore	Cruise	TRUE
AB457126__Oncaea_tregoubovi	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_tregoubovi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457127__Oncaea_tregoubovi	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_tregoubovi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457094__Oncaea_venusta_typica	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_venusta_typica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457095__Oncaea_venusta_typica	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_venusta_typica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457098__Oncaea_waldemari	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_waldemari	Copepoda	Cyclopoida	Oncaeidae	Oncaea	FG2	0.505833333333333	0.58	0	Sac	Omnivore-Detritivore	Cruise	TRUE
AB457099__Oncaea_waldemari	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_waldemari	Copepoda	Cyclopoida	Oncaeidae	Oncaea	FG2	0.505833333333333	0.58	0	Sac	Omnivore-Detritivore	Cruise	TRUE
AB457092__Oncaea_zernovi	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_zernovi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457093__Oncaea_zernovi	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Oncaea	Oncaea	Oncaea_zernovi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB426104__Paraheterorhabdus_compactus	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Heterorhabdidae	Heterorhabdidae	Paraheterorhabdus	Paraheterorhabdus	Paraheterorhabdus_compactus	Copepoda	Calanoida	Heterorhabdidae	Paraheterorhabdus	FG8	2.90142857142857	3.5	0	Free	Omnivore-Carnivore	NA	TRUE
AB426105__Paraheterorhabdus_illgi	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Heterorhabdidae	Heterorhabdidae	Paraheterorhabdus	Paraheterorhabdus	Paraheterorhabdus_illgi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB426079__Pareucalanus_sewelli	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Eucalanidae	Eucalanidae	Pareucalanus	Pareucalanus	Pareucalanus_sewelli	Copepoda	Calanoida	Eucalanidae	Pareucalanus	FG6	4.618	6.1	1	Free	Omnivore-Herbivore	Current	TRUE
AB426080__Pleuromamma_abdominalis	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Metridinidae	Metridinidae	Pleuromamma	Pleuromamma	Pleuromamma_abdominalis	Copepoda	Calanoida	Metridinidae	Pleuromamma	FG9	3.1677358490566	4.5	0	Free	Omnivore	Current	TRUE
AB426109__Pleuromamma_piseki	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Metridinidae	Metridinidae	Pleuromamma	Pleuromamma	Pleuromamma_piseki	Copepoda	Calanoida	Metridinidae	Pleuromamma	FG9	1.94344827586207	2.4	0	Free	Omnivore	Current	TRUE
AB426082__Pleuromamma_scutullata	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Metridinidae	Metridinidae	Pleuromamma	Pleuromamma	Pleuromamma_scutullata	Copepoda	Calanoida	Metridinidae	Pleuromamma	FG9	4.01272727272727	5	0	Free	Omnivore	Current	TRUE
AB426081__Pleuromamma_xiphias	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Metridinidae	Metridinidae	Pleuromamma	Pleuromamma	Pleuromamma_xiphias	Copepoda	Calanoida	Metridinidae	Pleuromamma	FG9	4.54	5.87	0	Free	Omnivore	Current	TRUE
AB426089__Pseudoamallothrix_cenotelis	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Scolecitrichidae	Scolecitrichidae	Pseudoamallothrix	Pseudoamallothrix	Pseudoamallothrix_cenotelis	Copepoda	Calanoida	Scolecitrichidae	Pseudoamallothrix	NA	2.175	2.34	1	Free	NA	NA	TRUE
AB426108__Pseudochirella_pacifica	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Aetideidae	Aetideidae	Pseudochirella	Pseudochirella	Pseudochirella_pacifica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
NC_084198__Pseudodiaptomus_hessei	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Pseudodiaptomidae	Pseudodiaptomidae	Pseudodiaptomus	Pseudodiaptomus	Pseudodiaptomus_hessei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
OR601689__Pseudodiaptomus_hessei	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Pseudodiaptomidae	Pseudodiaptomidae	Pseudodiaptomus	Pseudodiaptomus	Pseudodiaptomus_hessei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB426094__Racovitzanus_antarcticus	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Scolecitrichidae	Scolecitrichidae	Racovitzanus	Racovitzanus	Racovitzanus_antarcticus	Copepoda	Calanoida	Scolecitrichidae	Racovitzanus	FG3	2.23	2.48	1	Free	Omnivore-Detritivore	Current	TRUE
AB426083__Rhincalanus_nasutus	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Rhincalanidae	Rhincalanidae	Rhincalanus	Rhincalanus	Rhincalanus_nasutus	Copepoda	Calanoida	Rhincalanidae	Rhincalanus	FG6	4.3912962962963	6.1	1	Free	Omnivore-Herbivore	Current	TRUE
AB426110__Scaphocalanus_echinatus	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Scolecitrichidae	Scolecitrichidae	Scaphocalanus	Scaphocalanus	Scaphocalanus_echinatus	Copepoda	Calanoida	Scolecitrichidae	Scaphocalanus	FG3	2.13214285714286	2.56	1	Free	Omnivore-Detritivore	Current	TRUE
KF667527__Schizopera_knabeni	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Harpacticoida	Harpacticoida	Harpacticoida	Harpacticoida	Miraciidae	Diosaccinae	Schizopera	Schizopera	Schizopera_knabeni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB426111__Scolecithricella_nicobarica	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Scolecitrichidae	Scolecitrichidae	Scolecithricella	Scolecithricella	Scolecithricella_nicobarica	Copepoda	Calanoida	Scolecitrichidae	Scolecithricella	FG3	1.3586	1.5	1	Free	Omnivore-Detritivore	Current	TRUE
AB426102__Scottocalanus_rotundatus	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Scolecitrichidae	Scolecitrichidae	Scottocalanus	Scottocalanus	Scottocalanus_rotundatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB426084__Scottocalanus_securifrons	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Scolecitrichidae	Scolecitrichidae	Scottocalanus	Scottocalanus	Scottocalanus_securifrons	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB426099__Scottocalanus_securifrons	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Gymnoplea	Calanoida	Calanoida	Calanoida	Calanoida	Scolecitrichidae	Scolecitrichidae	Scottocalanus	Scottocalanus	Scottocalanus_securifrons	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457128__Spinoncaea_humesi	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Spinoncaea	Spinoncaea	Spinoncaea_humesi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457111__Spinoncaea_ivlevi	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Spinoncaea	Spinoncaea	Spinoncaea_ivlevi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
MK598762__Tigriopus_kingsejongensis	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Harpacticoida	Harpacticoida	Harpacticoida	Harpacticoida	Harpacticidae	Harpacticidae	Tigriopus	Tigriopus	Tigriopus_kingsejongensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457123__Triconia_conifera	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Triconia	Triconia	Triconia_conifera	Copepoda	Cyclopoida	Oncaeidae	Triconia	FG2	1.12	1.5	0	Sac	Omnivore-Detritivore	Cruise	TRUE
AB457124__Triconia_conifera	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Triconia	Triconia	Triconia_conifera	Copepoda	Cyclopoida	Oncaeidae	Triconia	FG2	1.12	1.5	0	Sac	Omnivore-Detritivore	Cruise	TRUE
AB457100__Triconia_dentipes	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Triconia	Triconia	Triconia_dentipes	Copepoda	Cyclopoida	Oncaeidae	Triconia	FG2	0.497	0.57	0	Sac	Omnivore-Detritivore	Cruise	TRUE
AB457086__Triconia_elongata	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Triconia	Triconia	Triconia_elongata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457087__Triconia_elongata	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Triconia	Triconia	Triconia_elongata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457083__Triconia_furcula	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Triconia	Triconia	Triconia_furcula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
AB457084__Triconia_furcula	Animalia	Animalia	Animalia	Arthropoda	Crustacea	Crustacea	Multicrustacea	Copepoda	Copepoda	Neocopepoda	Podoplea	Cyclopoida	Ergasilida	Ergasilida	Ergasilida	Oncaeidae	Oncaeidae	Triconia	Triconia	Triconia_furcula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
